pid13typeoriginalQ-shortRandQ	0		 I wonder if this patient could have a rotator cuff thing?  Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)? 
pid14typeoriginalQ-shortQ	1		 How do you use Redux? What are the indications?  How do you use Redux? What are the indications? 
pid15typeoriginalQ-shortRandQ	0		 How do you use Redux? What are the indications?  How should I treat polymenorrhea in a 14-year-old girl? 
pid16typeoriginalQ-shortQ	1		 What is the cause and treatment of this old man's stomatitis?  What is the cause and treatment of this old man's stomatitis? 
pid17typeoriginalQ-shortQ	1		 What antibiotic should I use for this diabetic patient's infected foot ulcer?  What antibiotic should I use for this diabetic patient's infected foot ulcer? 
pid18typeoriginalQ-shortRandQ	0		 What antibiotic should I use for this diabetic patient's infected foot ulcer?  At what ages should you do a Denver Developmental Screening Test? 
pid19typeoriginalQ-shortQ	1		 Should we switch now to just Ancef? Are you satisfied with the rate of improvement? (Orthopedist did not get culture, foot still red)  Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate? 
pid20typeoriginalQ-shortRandQ	0		 Should we switch now to just Ancef? Are you satisfied with the rate of improvement? (Orthopedist did not get culture, foot still red)  What are the causes of tinnitus? 
pid21typeoriginalQ-shortQ	1		 Is melatonin good for anything? I don't know anything about melatonin. I need to know the dose.  Is melatonin good for anything? What is the dose? 
pid22typeoriginalQ-shortRandQ	0		 Is melatonin good for anything? I don't know anything about melatonin. I need to know the dose.  Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)? 
pid23typeoriginalQ-shortQ	1		 At what ages should you do a Denver Developmental Screening Test?  At what ages should you do a Denver Developmental Screening Test? 
pid24typeoriginalQ-shortRandQ	0		 At what ages should you do a Denver Developmental Screening Test?  Boys' father has Marfan's Syndrome. Do these boys need further evaluation? 
pid25typeoriginalQ-shortQ	1		 What is the maximum dose of digoxin? (patient seen in emergency room had digoxin level less than 0.03)  What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03) 
pid26typeoriginalQ-shortRandQ	0		 What is the maximum dose of digoxin? (patient seen in emergency room had digoxin level less than 0.03)  How should I treat polymenorrhea in a 14-year-old girl? 
pid27typeoriginalQ-shortQ	1		 What size pills does digoxin come in?  What size pills does digoxin come in? 
pid28typeoriginalQ-shortRandQ	0		 What size pills does digoxin come in?  Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)? 
pid29typeoriginalQ-shortQ	1		 What are the indications for getting a digoxin level?  What are the indications for getting a digoxin level? 
pid30typeoriginalQ-shortRandQ	0		 What are the indications for getting a digoxin level?  Why did she get Coccidiomycosis? 
pid31typeoriginalQ-shortQ	1		 Why wasn't this patient very sick? (patient with large empyema and Haemophilus influenza in sputum, no growth from empyema fluid.)  Why wasn't this patient very sick? (large empyema and Haemophilus influenza in sputum) 
pid32typeoriginalQ-shortRandQ	0		 Why wasn't this patient very sick? (patient with large empyema and Haemophilus influenza in sputum, no growth from empyema fluid.)  How should I treat polymenorrhea in a 14-year-old girl? 
pid33typeoriginalQ-shortQ	1		 Is Serzone okay to give to someone with a partial gastrectomy, will it be absorbed?  Is Serzone okay to give to with a partial gastrectomy; that is, will it be absorbed? 
pid34typeoriginalQ-shortQ	1		 What is the dose of Sporanox?  What is the dose of Sporanox? 
pid35typeoriginalQ-shortRandQ	0		 What is the dose of Sporanox?  Let's give these immunizations. That's right isn't it? 
pid36typeoriginalQ-shortQ	1		 Should we do a CT (computerized tomography) with contrast tomorrow (Saturday) or wait until Monday to do an MRI (magnetic resonance imaging) (when the machine on truck comes)?  Should we do a head CT (computerized tomography) with contrast tomorrow (Saturday) or MRI (magnetic resonance imaging) Monday? 
pid37typeoriginalQ-shortRandQ	0		 Should we do a CT (computerized tomography) with contrast tomorrow (Saturday) or wait until Monday to do an MRI (magnetic resonance imaging) (when the machine on truck comes)?  How do you use Redux? What are the indications? 
pid38typeoriginalQ-shortQ	1		 What is the dose of Famvir?  What is the dose of Famvir? 
pid39typeoriginalQ-shortRandQ	0		 What is the dose of Famvir?  How should I treat polymenorrhea in a 14-year-old girl? 
pid40typeoriginalQ-shortQ	1		 What is the other drug besides Famvir and acyclovir for Herpes Zoster?  What is the other drug besides Famvir and acyclovir for Herpes Zoster? 
pid41typeoriginalQ-shortRandQ	0		 What is the other drug besides Famvir and acyclovir for Herpes Zoster?  Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate? 
pid42typeoriginalQ-shortQ	1		 Obstetric patient at 39 weeks had little sore possible herpes. How long after the lesion heals is it safe to let her deliver vaginally?  Obstetric patient, 39 weeks had a little sore, ? herpes. How long after she heals is it safe to do a vaginal delivery? 
pid43typeoriginalQ-shortRandQ	0		 Obstetric patient at 39 weeks had little sore possible herpes. How long after the lesion heals is it safe to let her deliver vaginally?  I wonder if this patient could have a rotator cuff thing? 
pid44typeoriginalQ-shortQ	1		 There was this maneuver mentioned at a continuing medical education course for vertigo, but I couldn't remember how to do it or the name of it.  Maneuver mentioned at continuing medical education course for vertigo, couldn't remember how to do it or name of it. 
pid45typeoriginalQ-shortRandQ	0		 There was this maneuver mentioned at a continuing medical education course for vertigo, but I couldn't remember how to do it or the name of it.  At what ages should you do a Denver Developmental Screening Test? 
pid46typeoriginalQ-shortQ	1		 Does this patient with a plate in her hip, but no murmur, need subacute bacterial endocarditis prophylaxis before the dentist cleans her teeth?  Patient, plate in hip, no murmur, needs subacute bacterial endocarditis prophylaxis before sees dentist? 
pid47typeoriginalQ-shortRandQ	0		 Does this patient with a plate in her hip, but no murmur, need subacute bacterial endocarditis prophylaxis before the dentist cleans her teeth?  Let's give these immunizations. That's right isn't it? 
pid48typeoriginalQ-shortQ	1		 Can you use Prozac along with lithium?  Can you use Prozac along with lithium? 
pid49typeoriginalQ-shortRandQ	0		 Can you use Prozac along with lithium?  Boys' father has Marfan's Syndrome. Do these boys need further evaluation? 
pid50typeoriginalQ-shortQ	1		 What is in Ortho Novum 1/35?  What is in Ortho Novum 1/35? 
pid51typeoriginalQ-shortRandQ	0		 What is in Ortho Novum 1/35?  Should we do a head CT (computerized tomography) with contrast tomorrow (Saturday) or MRI (magnetic resonance imaging) Monday? 
pid52typeoriginalQ-shortQ	1		 How should you adjust the birth control pill if someone has spotting on it?  How should you adjust the birth control pill if someone has spotting on it? 
pid53typeoriginalQ-shortRandQ	0		 How should you adjust the birth control pill if someone has spotting on it?  On nonstress test after every acceleration brief sharp not deep deceleration. Important? 
pid54typeoriginalQ-shortQ	1		 What are the causes of tinnitus?  What are the causes of tinnitus? 
pid55typeoriginalQ-shortRandQ	0		 What are the causes of tinnitus?  How should I treat polymenorrhea in a 14-year-old girl? 
pid56typeoriginalQ-shortQ	1		 Could Procardia or Mevacor cause tinnitus?  Could Procardia or Mevacor cause tinnitus? 
pid57typeoriginalQ-shortRandQ	0		 Could Procardia or Mevacor cause tinnitus?  Let's give these immunizations. That's right isn't it? 
pid58typeoriginalQ-shortQ	1		 I'm always uncomfortable with how quickly to move in terms of workup (patient had been having TIA (transient ischemic attack) symptoms for several weeks)  Patient with transient ischemic attacks; I'm always uncomfortable with how quickly to pursue a workup. 
pid59typeoriginalQ-shortQ	1		 In this patient with TIAs (transient ischemic attacks) and no cardiac murmur, should I do an echocardiogram anyway?  In this patient with transient ischemic attacks and no murmur, should I do an echocardiogram anyway? 
pid60typeoriginalQ-shortRandQ	0		 In this patient with TIAs (transient ischemic attacks) and no cardiac murmur, should I do an echocardiogram anyway?  Boys' father has Marfan's Syndrome. Do these boys need further evaluation? 
pid61typeoriginalQ-shortQ	1		 This patient had a nonstress test one week ago and at the end of every acceleration there was a brief sharp spike not very deep deceleration. Is this important?  On nonstress test after every acceleration brief sharp not deep deceleration. Important? 
pid62typeoriginalQ-shortRandQ	0		 This patient had a nonstress test one week ago and at the end of every acceleration there was a brief sharp spike not very deep deceleration. Is this important?  Why wasn't this patient very sick? (large empyema and Haemophilus influenza in sputum) 
pid63typeoriginalQ-shortQ	1		 How should I workup this baby with a single umbilical artery? Thirty percent of such babies have anomalies but where should I look if not obvious on physical exam?  How should I workup this baby with a single umbilical artery? 
pid64typeoriginalQ-shortQ	1		 Do I need to wait until the baby is a certain age before I do the renal ultrasound for single umbilical artery?  Should I wait until baby certain age before I do renal ultrasound for single umbilical artery? 
pid65typeoriginalQ-shortQ	1		 This isn't a question but when I looked at her rash, I asked myself is it shingles or possibly staphylococcal impetigo? It isn't worth the cost of a test to find out.  Is this rash shingles or staphylococcal impetigo? 
pid66typeoriginalQ-shortRandQ	0		 This isn't a question but when I looked at her rash, I asked myself is it shingles or possibly staphylococcal impetigo? It isn't worth the cost of a test to find out.  Is melatonin good for anything? What is the dose? 
pid67typeoriginalQ-shortQ	1		 The patient has been symptomatic with shingles for 4 days -- Can I still give Zovirax?  Has had shingles for 4 days -- Can I still give Zovirax? 
pid68typeoriginalQ-shortRandQ	0		 The patient has been symptomatic with shingles for 4 days -- Can I still give Zovirax?  How should I treat polymenorrhea in a 14-year-old girl? 
pid69typeoriginalQ-shortQ	1		 What is a good steroid eye drop?  What is a good steroid eye drop? 
pid70typeoriginalQ-shortRandQ	0		 What is a good steroid eye drop?  What is the dose of Sporanox? 
pid71typeoriginalQ-shortQ	1		 What should I do with this patient whose biopsy report shows carcinoma in situ of the vulva?  What to do with this patient, biopsy shows carcinoma in situ of the vulva? 
pid72typeoriginalQ-shortRandQ	0		 What should I do with this patient whose biopsy report shows carcinoma in situ of the vulva?  Boys' father has Marfan's Syndrome. Do these boys need further evaluation? 
pid73typeoriginalQ-shortQ	1		 What is the dose of Neurontin?  What is the dose of Neurontin? 
pid74typeoriginalQ-shortRandQ	0		 What is the dose of Neurontin?  I wonder if this patient could have a rotator cuff thing? 
pid75typeoriginalQ-shortQ	1		 Had shortness of breath which is unusual for her. Doctor wishes she had access to a list of things that might cause shortness of breath in a normally healthy 28-year-old. Concerned about pulmonary embolism.  Why is this otherwise healthy 28-year-old woman short of breath? 
pid76typeoriginalQ-shortRandQ	0		 Had shortness of breath which is unusual for her. Doctor wishes she had access to a list of things that might cause shortness of breath in a normally healthy 28-year-old. Concerned about pulmonary embolism.  Let's give these immunizations. That's right isn't it? 
pid77typeoriginalQ-shortQ	1		 Doctor would like a better way to introduce the subject of sexually transmitted disease -- open rather than closed question -- to get the information she needs. Now she asks "Are you careful about protecting yourself against sexually transmitted diseases?" Her question is whether there is a better way to ask this.  Is there a better way to introduce the subject of sexually transmitted disease? 
pid78typeoriginalQ-shortRandQ	0		 Doctor would like a better way to introduce the subject of sexually transmitted disease -- open rather than closed question -- to get the information she needs. Now she asks "Are you careful about protecting yourself against sexually transmitted diseases?" Her question is whether there is a better way to ask this.  I wonder if this patient could have a rotator cuff thing? 
pid79typeoriginalQ-shortQ	1		 Are there better materials on natural family planning than what I have?  Are there better patient education materials on natural family planning than what I have? 
pid80typeoriginalQ-shortRandQ	0		 Are there better materials on natural family planning than what I have?  Diabetic on insulin. Will new medications (Glucophage, acarbose) allow him to get off? 
pid81typeoriginalQ-shortQ	1		 Can testes not being in the scrotum come from just being tense?  Can testes not being in the scrotum come from just being tense? 
pid82typeoriginalQ-shortQ	1		 Patient with hypertension and abdominal bruit. Should I order an intravenous pyelogram?  Patient with hypertension and abdominal bruit. Should I order an intravenous pyelogram? 
pid83typeoriginalQ-shortRandQ	0		 Patient with hypertension and abdominal bruit. Should I order an intravenous pyelogram?  What is the cause and treatment of this old man's stomatitis? 
pid84typeoriginalQ-shortQ	1		 Patient is reluctant to take medications so I have been treating with smaller doses than I would with some other patients. How do I control her hypertension and still get her cooperation?  Patient reluctant to take medication. How to control hypertension and still get her cooperation? 
pid85typeoriginalQ-shortRandQ	0		 Patient is reluctant to take medications so I have been treating with smaller doses than I would with some other patients. How do I control her hypertension and still get her cooperation?  Why wasn't this patient very sick? (large empyema and Haemophilus influenza in sputum) 
pid86typeoriginalQ-shortQ	1		 He has had several ear infections and doesn't get over them completely -- (about 1 month duration). Is there a particular organism I should be after? Should I use another antibiotic than I use for an older child?  Several ear infections, doesn't get over them completely. Which antibiotic now? 
pid87typeoriginalQ-shortRandQ	0		 He has had several ear infections and doesn't get over them completely -- (about 1 month duration). Is there a particular organism I should be after? Should I use another antibiotic than I use for an older child?  I wonder if this patient could have a rotator cuff thing? 
pid88typeoriginalQ-shortQ	1		 At age 4 has had two simple bladder infections with no upper symptoms. Question is should I just treat or do more evaluation of the cause?  Age 4 years, has had 2 bladder infections, just treat or workup for cause? 
pid89typeoriginalQ-shortRandQ	0		 At age 4 has had two simple bladder infections with no upper symptoms. Question is should I just treat or do more evaluation of the cause?  Maneuver mentioned at continuing medical education course for vertigo, couldn't remember how to do it or name of it. 
pid90typeoriginalQ-shortQ	1		 Doctor X thinks he is probably just a normal 18 month old but would like to know if there are a certain number of respiratory infections that are considered normal for that age.  Probably a normal 18 month old but how many respiratory infections are normal? 
pid91typeoriginalQ-shortRandQ	0		 Doctor X thinks he is probably just a normal 18 month old but would like to know if there are a certain number of respiratory infections that are considered normal for that age.  How should I treat polymenorrhea in a 14-year-old girl? 
pid92typeoriginalQ-shortQ	1		 Can Staphylococcus or Haemophilus influenza septicemia give the same clinical picture as streptococcal septicemia (fever, rash, joint pain, vomiting).  Can Staphylococcus or Haemophilus influenza sepsis give same clinical picture as streptococcal septicemia? 
pid93typeoriginalQ-shortRandQ	0		 Can Staphylococcus or Haemophilus influenza septicemia give the same clinical picture as streptococcal septicemia (fever, rash, joint pain, vomiting).  Why did they cut out the Coccidiomycosis granuloma rather than treat it medically? 
pid94typeoriginalQ-shortQ	1		 What is the cause of this woman's long term head shaking (tremor)?  What is the cause of this woman's long term head shaking (tremor)? 
pid95typeoriginalQ-shortRandQ	0		 What is the cause of this woman's long term head shaking (tremor)?  What is the cause of this woman's long term head shaking (tremor)? 
pid96typeoriginalQ-shortQ	1		 What do you do with a lead level of 10 in an 11 month old which is borderline high? What is the management besides getting them out of the spot?  What do you do with a lead level of 10 in an 11 month old? 
pid97typeoriginalQ-shortRandQ	0		 What do you do with a lead level of 10 in an 11 month old which is borderline high? What is the management besides getting them out of the spot?  How should I treat polymenorrhea in a 14-year-old girl? 
pid98typeoriginalQ-shortQ	1		 I don't know what antibiotics he can't take because he's on a nevirapine study (nonnucleoside protease inhibitor) (Viramune).  What antibiotics can he take because he's on a nevirapine study? 
pid99typeoriginalQ-shortRandQ	0		 I don't know what antibiotics he can't take because he's on a nevirapine study (nonnucleoside protease inhibitor) (Viramune).  How should I treat polymenorrhea in a 14-year-old girl? 
pid100typeoriginalQ-shortQ	1		 What is Endolimax nana and should you treat it?  Patient with diarrhea. What is Endolimax nana (on stool sample) and should you treat it? 
pid101typeoriginalQ-shortRandQ	0		 What is Endolimax nana and should you treat it?  What are the indications for getting a digoxin level? 
pid102typeoriginalQ-shortQ	1		 50-year-old man with Paget's disease. Should I treat medically?  50-year-old man with Paget's disease. Should I treat medically? 
pid103typeoriginalQ-shortQ	1		 A diabetic on insulin. Will these new medications (Glucophage, acarbose) allow me to get off insulin? Physician did not know answer.  Diabetic on insulin. Will new medications (Glucophage, acarbose) allow him to get off? 
pid104typeoriginalQ-shortRandQ	0		 A diabetic on insulin. Will these new medications (Glucophage, acarbose) allow me to get off insulin? Physician did not know answer.  Let's give these immunizations. That's right isn't it? 
pid105typeoriginalQ-shortQ	1		 A hospital nurse who never had chicken pox, negative titers, and frequently had to miss work, two years ago. I don't know if there are any recommendations about giving chicken pox vaccine to susceptible health care workers.  Hospital nurse never had chicken pox, negative titers, should I give vaccine? 
pid106typeoriginalQ-shortRandQ	0		 A hospital nurse who never had chicken pox, negative titers, and frequently had to miss work, two years ago. I don't know if there are any recommendations about giving chicken pox vaccine to susceptible health care workers.  What is the cause and treatment of this old man's stomatitis? 
pid107typeoriginalQ-shortQ	1		 What do we do with mammogram, cholesterol, and pap smear screening in women over 70? What is a good source that is both scientific and yet has common sense about what is cost effective and what Medicare will pay for?  What do we do with mammogram, cholesterol, and Papanicolaou smears in women over 70? 
pid108typeoriginalQ-shortRandQ	0		 What do we do with mammogram, cholesterol, and pap smear screening in women over 70? What is a good source that is both scientific and yet has common sense about what is cost effective and what Medicare will pay for?  Patient, plate in hip, no murmur, needs subacute bacterial endocarditis prophylaxis before sees dentist? 
pid109typeoriginalQ-shortQ	1		 How old should a child be before they can switch from whole milk to 2% milk?  How old should a child be before they can switch from whole milk to 2% milk? 
pid110typeoriginalQ-shortRandQ	0		 How old should a child be before they can switch from whole milk to 2% milk?  Boys' father has Marfan's Syndrome. Do these boys need further evaluation? 
pid111typeoriginalQ-shortQ	1		 Is it ever recommended these days in a young man with recurrent peptic ulcer disease to have a vagotomy? Will his health maintenance organization pay for it?  Young man with recurrent peptic ulcer disease; do vagotomy? Will health maintenance organization pay? 
pid112typeoriginalQ-shortRandQ	0		 Is it ever recommended these days in a young man with recurrent peptic ulcer disease to have a vagotomy? Will his health maintenance organization pay for it?  Boys' father has Marfan's Syndrome. Do these boys need further evaluation? 
pid113typeoriginalQ-shortQ	1		 Is there any support group in this town for this patient who is going blind from macular degeneration?  Is there a support group here for this patient going blind from macular degeneration? 
pid114typeoriginalQ-shortQ	1		 It's just the age old question, "How do you convince someone they are depressed when they don't want to accept it?"  How to convince someone they are depressed when they don't want to accept it? 
pid115typeoriginalQ-shortRandQ	0		 It's just the age old question, "How do you convince someone they are depressed when they don't want to accept it?"  I wonder if this patient could have a rotator cuff thing? 
pid116typeoriginalQ-shortQ	1		 Is it possible for someone to get recurrent pelvic inflammatory disease without a new exposure? She had it one year ago from an intrauterine device.  Is it possible for someone to get recurrent pelvic inflammatory disease without a new exposure? 
pid117typeoriginalQ-shortRandQ	0		 Is it possible for someone to get recurrent pelvic inflammatory disease without a new exposure? She had it one year ago from an intrauterine device.  How should I treat polymenorrhea in a 14-year-old girl? 
pid118typeoriginalQ-shortQ	1		 Could this patient with pelvic inflammatory disease and generalized abdominal pain have Fitz-Hugh-Curtis syndrome?  Patient with pelvic inflammatory disease and generalized abdominal pain, is it Fitz-Hugh-Curtis syndrome? 
pid119typeoriginalQ-shortRandQ	0		 Could this patient with pelvic inflammatory disease and generalized abdominal pain have Fitz-Hugh-Curtis syndrome?  Is melatonin good for anything? What is the dose? 
pid120typeoriginalQ-shortQ	1		 What organisms can cause pelvic inflammatory disease if you don't think it's sexually transmitted?  What organisms can cause pelvic inflammatory disease if you don't think it's sexually transmitted? 
pid121typeoriginalQ-shortRandQ	0		 What organisms can cause pelvic inflammatory disease if you don't think it's sexually transmitted?  How should I treat polymenorrhea in a 14-year-old girl? 
pid122typeoriginalQ-shortQ	1		 What should you do with someone who is not getting better from epicondylitis after physical therapy and nonsteroidal anti-inflammatory drugs have not worked?  Patient not getting better from epicondylitis after physical therapy and nonsteroidal anti-inflammatory drugs; what to do? 
pid123typeoriginalQ-shortRandQ	0		 What should you do with someone who is not getting better from epicondylitis after physical therapy and nonsteroidal anti-inflammatory drugs have not worked?  How should I treat polymenorrhea in a 14-year-old girl? 
pid124typeoriginalQ-shortQ	1		 Two months ago I saw a patient and all her aunts (5 or 6 of them) had ovarian cancer. The question is, is there a study going on someplace I should refer her to?  Patient, all her aunts (5 or 6) had ovarian cancer. Is there a study to refer her to? 
pid125typeoriginalQ-shortRandQ	0		 Two months ago I saw a patient and all her aunts (5 or 6 of them) had ovarian cancer. The question is, is there a study going on someplace I should refer her to?  What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03) 
pid126typeoriginalQ-shortQ	1		 Is there a review or an answer to whether patients with osteoporosis should get bone densitometry, because now we have Fosamax?  Should patients with osteoporosis get bone densitometry, because now we have Fosamax? 
pid127typeoriginalQ-shortRandQ	0		 Is there a review or an answer to whether patients with osteoporosis should get bone densitometry, because now we have Fosamax?  Is melatonin good for anything? What is the dose? 
pid128typeoriginalQ-shortQ	1		 What are the various strengths of Synthroid and what is appropriate for this patient?  What are the strengths of Synthroid and what is appropriate for this patient? 
pid129typeoriginalQ-shortRandQ	0		 What are the various strengths of Synthroid and what is appropriate for this patient?  Let's give these immunizations. That's right isn't it? 
pid130typeoriginalQ-shortQ	1		 What are the long-term options for treatment of hemorrhagic gastritis beyond H-2 blockers and antacids?  What are long-term options for hemorrhagic gastritis beyond H2 blockers? 
pid131typeoriginalQ-shortRandQ	0		 What are the long-term options for treatment of hemorrhagic gastritis beyond H-2 blockers and antacids?  Why did she get Coccidiomycosis? 
pid132typeoriginalQ-shortQ	1		 What are the side effects of Florinef? Could it cause headaches?  What are the side effects of Florinef? Could it cause headaches? 
pid133typeoriginalQ-shortRandQ	0		 What are the side effects of Florinef? Could it cause headaches?  What are the indications for getting a digoxin level? 
pid134typeoriginalQ-shortQ	1		 In this patient with back pain, how do you make a diagnosis of arachnoiditis and how do you treat it?  Patient with back pain, how to diagnose arachnoiditis and how to treat it? 
pid135typeoriginalQ-shortRandQ	0		 In this patient with back pain, how do you make a diagnosis of arachnoiditis and how do you treat it?  Why did they cut out the Coccidiomycosis granuloma rather than treat it medically? 
pid136typeoriginalQ-shortQ	1		 Is Aeromonas caviae pathogenic?  Is Aeromonas caviae pathogenic? 
pid137typeoriginalQ-shortQ	1		 What is the bulletin for patients with Crohn's disease and how do you get a patient on the mailing list for this?  What is the bulletin for patients with Crohn's and how to get them on mailing list? 
pid138typeoriginalQ-shortQ	1		 Is there more support we can provide to patients with macular degeneration?  Is there more support we can provide patients with macular degeneration? 
pid139typeoriginalQ-shortQ	1		 Will the fumes created by taking off a basal cell carcinoma with cautery affect the physician taking it off?  Will fumes created by taking off a basal cell carcinoma with cautery affect the physician? 
pid140typeoriginalQ-shortRandQ	0		 Will the fumes created by taking off a basal cell carcinoma with cautery affect the physician taking it off?  How should I treat polymenorrhea in a 14-year-old girl? 
pid141typeoriginalQ-shortQ	1		 This patient complains that normal sounds sound too loud. What should I do about that?  Patient complains that normal sounds sound too loud. What should I do about that? 
pid142typeoriginalQ-shortQ	1		 This patient has a history of irregular heart beat, bigeminy and trigeminy. He's having a few brief runs occasionally now. On Quinidine in the past. Should I treat these?  Patient with bigeminy and trigeminy. Should I treat these? 
pid143typeoriginalQ-shortRandQ	0		 This patient has a history of irregular heart beat, bigeminy and trigeminy. He's having a few brief runs occasionally now. On Quinidine in the past. Should I treat these?  How should I treat polymenorrhea in a 14-year-old girl? 
pid144typeoriginalQ-shortQ	1		 In a patient with a history of rheumatic fever, do you need to use subacute bacterial endocarditis prophylaxis for pilonidal cyst excision?  Patient with history of rheumatic fever, need subacute bacterial endocarditis prophylaxis for pilonidal cyst excision? 
pid145typeoriginalQ-shortRandQ	0		 In a patient with a history of rheumatic fever, do you need to use subacute bacterial endocarditis prophylaxis for pilonidal cyst excision?  Why did they cut out the Coccidiomycosis granuloma rather than treat it medically? 
pid146typeoriginalQ-shortQ	1		 After starting treatment for a step throat, how long does the patient need to stay out of work or school?  After starting treatment for streptococcal sore throat, how long to stay out of work or school? 
pid147typeoriginalQ-shortRandQ	0		 After starting treatment for a step throat, how long does the patient need to stay out of work or school?  How should I treat polymenorrhea in a 14-year-old girl? 
pid148typeoriginalQ-shortQ	1		 How long should you keep a patient with conjunctivitis out of school?  How long should you keep a patient with conjunctivitis out of school? 
pid149typeoriginalQ-shortRandQ	0		 How long should you keep a patient with conjunctivitis out of school?  Boys' father has Marfan's Syndrome. Do these boys need further evaluation? 
pid150typeoriginalQ-shortQ	1		 How long should you wait after giving the digoxin dose before you get a digoxin level?  How long after giving the digoxin dose before you get a digoxin level? 
pid151typeoriginalQ-shortRandQ	0		 How long should you wait after giving the digoxin dose before you get a digoxin level?  What is the cause and treatment of this old man's stomatitis? 
pid152typeoriginalQ-shortQ	1		 Doctor X's question asked of Doctor Y. This hospitalized patient with bilateral pleural effusions of unknown etiology now has confusion and a pCO2 of 50. Is that pCO2 high enough to cause confusion? (pO2 = 74)  Patient with pleural effusions, confusion, pCO2 50. Could that pCO2 explain confusion? 
pid153typeoriginalQ-shortRandQ	0		 Doctor X's question asked of Doctor Y. This hospitalized patient with bilateral pleural effusions of unknown etiology now has confusion and a pCO2 of 50. Is that pCO2 high enough to cause confusion? (pO2 = 74)  Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)? 
pid154typeoriginalQ-shortQ	1		 How long should you leave a patient on Coumadin AND heparin? Can I stop the heparin as soon as the protime is therapeutic?  How long to leave patient on Coumadin AND heparin? Stop heparin when protime okay? 
pid155typeoriginalQ-shortRandQ	0		 How long should you leave a patient on Coumadin AND heparin? Can I stop the heparin as soon as the protime is therapeutic?  What are the indications for getting a digoxin level? 
pid156typeoriginalQ-shortQ	1		 How soon should you ambulate a patient with a deep vein thrombosis?  How soon should you ambulate a patient with a deep vein thrombosis? 
pid157typeoriginalQ-shortRandQ	0		 How soon should you ambulate a patient with a deep vein thrombosis?  Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)? 
pid158typeoriginalQ-shortQ	1		 How old is it still safe to give a woman birth control pills?  How old is it still safe to give a woman birth control pills? 
pid159typeoriginalQ-shortQ	1		 What is good treatment for aphthous ulcers in the mouth?  What is good treatment for aphthous ulcers in the mouth? 
pid160typeoriginalQ-shortQ	1		 What should you do for asymptomatic carotid bruits or bruits in general? Folic acid?, Vitamin B1? Aspirin?  What to do for asymptomatic carotid bruits or carotid bruits in general? 
pid161typeoriginalQ-shortRandQ	0		 What should you do for asymptomatic carotid bruits or bruits in general? Folic acid?, Vitamin B1? Aspirin?  Should we do a head CT (computerized tomography) with contrast tomorrow (Saturday) or MRI (magnetic resonance imaging) Monday? 
pid162typeoriginalQ-shortQ	1		 What are the criteria for obsessive compulsive disorder in a male teenager (he's been doing a lot of handwashing and so on)?  What are criteria for obsessive compulsive disorder in male teenager, doing lots of handwashing and so on? 
pid163typeoriginalQ-shortQ	1		 Is obsessive compulsive disorder hereditary (mother has the diagnosis)?  Is obsessive compulsive disorder hereditary (mother has the diagnosis)? 
